BASE, 0, 20.0, -, 20.63, 23.84, 515.570464849472, 0.04780387878417969, -, 515.6344797611237
BASE, 1, 20.0, -, 23.74, 31.52, 539.0259778499603, 0.028572797775268555, -, 539.0707247257233
BASE, 2, 20.0, -, 20.5, 26.24, 572.0059201717377, 0.06823992729187012, -, 572.0900030136108
BASE, 3, 20.0, -, 16.99, 20.87, 553.0262289047241, 0.02855229377746582, -, 553.0709402561188
BASE, 4, 20.0, -, 18.5, 24.27, 529.7985677719116, 0.138228178024292, -, 529.9528529644012
BASE, 5, 20.0, -, 23.84, 29.42, 544.9204838275909, 0.08107185363769531, -, 545.0176157951355
BASE, 6, 20.0, -, 19.03, 30.08, 523.7021799087524, 0.07028412818908691, -, 523.7885069847107
BASE, 7, 20.0, -, 15.96, 23.97, 455.6219711303711, 0.06221795082092285, -, 455.7002000808716
BASE, 8, 20.0, -, 19.57, 23.24, 514.4907591342926, 0.0429539680480957, -, 514.549455165863
BASE, 9, 20.0, -, 15.09, 20.43, 407.8950412273407, 0.07424497604370117, -, 407.98544120788574
