MAML, 0, 20.0, -, 14.52, 35.63, -, 1441.8630912303925, 0.0708773136138916, 1441.9541416168213
MAML, 1, 20.0, -, 25.61, 23.14, -, 1450.451195716858, 0.029307126998901367, 1450.5015032291412
MAML, 2, 20.0, -, 20.67, 44.54, -, 1442.9236452579498, 0.07672882080078125, 1443.0207171440125
MAML, 3, 20.0, -, 19.67, 34.09, -, 1458.4869651794434, 0.05103278160095215, 1458.5582811832428
MAML, 4, 20.0, -, 20.2, 37.43, -, 1452.271926164627, 0.049700260162353516, 1452.3421547412872
MAML, 5, 20.0, -, 21.2, 31.82, -, 1452.2058029174805, 0.056128501892089844, 1452.28200340271
MAML, 6, 20.0, -, 22.2, 32.35, -, 1448.8567645549774, 0.05640769004821777, 1448.9333474636078
MAML, 7, 20.0, -, 15.06, 34.69, -, 1448.2637028694153, 0.04297161102294922, 1448.3274338245392
MAML, 8, 20.0, -, 19.9, 28.28, -, 1448.4066998958588, 0.08710479736328125, 1448.514417886734
MAML, 9, 20.0, -, 18.8, 45.14, -, 780.045289516449, 0.05654501914978027, 780.1234140396118
