0.11628484,0.10562342,0.0987806
0.12598075,0.119688906,0.113022804
0.1233749,0.114336215,0.105977856
0.11996385,0.107394226,0.09405565
0.121559955,0.10842154,0.09442359
0.123346984,0.10757673,0.09424668
0.11863685,0.09986528,0.10207206
0.11897192,0.10449331,0.094559155
0.121930934,0.11555203,0.10133549
0.118970595,0.11223754,0.1068391
0.113645405,0.11006242,0.10410262
0.12945391,0.1081743,0.11341786
0.11912332,0.09833843,0.10734412
0.1248247,0.11281725,0.10201788
0.11365432,0.10330397,0.10487599
0.12364332,0.10497576,0.10467104
0.11272507,0.11264876,0.10440013
0.11876621,0.10564977,0.105465285
0.13715129,0.11850604,0.107241966
0.12173772,0.10419312,0.11193383
0.114123814,0.109218754,0.10490435
0.119525075,0.10739007,0.10241249
0.121445656,0.1102185,0.11228439
0.11631421,0.10450109,0.093693316
0.11145511,0.10789016,0.10198176
0.12220067,0.11337348,0.107896455
0.120950885,0.11731348,0.108647205
0.119057834,0.11226436,0.09577181
0.11499792,0.10770533,0.09694135
0.1167844,0.11342466,0.099933095
0.11904517,0.10998865,0.10336059
0.117233776,0.116429955,0.09846914
0.125282,0.10237286,0.099066414
0.12429118,0.1060192,0.1132913
0.1213998,0.10690405,0.103201784
0.12226505,0.10576323,0.09948247
0.11859242,0.10662907,0.1138378
0.109983556,0.110079445,0.11330551
0.1161814,0.110821724,0.110922605
0.11541598,0.109835446,0.10313486
0.11057662,0.110843875,0.097890995
0.11378924,0.10002801,0.10164747
0.11066041,0.10319125,0.09711984
0.12144756,0.11490622,0.106377095
0.12401441,0.10923556,0.11202737
0.10936811,0.1100479,0.10645062
0.11637568,0.11282722,0.10345447
0.114363275,0.09923074,0.09675702
0.12608676,0.111290336,0.104596734
0.11648369,0.110510685,0.10197738
0.11762601,0.11144485,0.10698035
0.117650606,0.10269932,0.099927604
0.12237826,0.10405284,0.10672561
0.1185033,0.11797602,0.104399286
0.119267374,0.116098545,0.10231227
0.12771961,0.11555922,0.104281776
0.120769344,0.11702112,0.098154366
0.117729135,0.09936132,0.103275634
0.11967164,0.107017756,0.103898324
0.11661396,0.10283025,0.111031234
0.12580337,0.110389195,0.115284674
0.11786022,0.10980183,0.097232044
0.10812565,0.11069042,0.108082294
0.12289604,0.113250494,0.10263825
0.11325119,0.1142388,0.102458715
0.11599752,0.10590673,0.10789871
0.11869061,0.10244694,0.099497385
0.121064305,0.10413182,0.108331345
0.12225162,0.10766172,0.10568621
0.12760933,0.11214685,0.09470999
0.11379838,0.10863226,0.1041412
0.12262926,0.11542612,0.11058702
0.11635119,0.12141255,0.0984261
0.12021056,0.10636965,0.10012913
0.123462826,0.114837885,0.10568866
0.11764586,0.111342035,0.11039492
0.12626745,0.111926384,0.11600894
0.12233695,0.11575786,0.11308614
0.11478708,0.11417084,0.10325545
0.12286539,0.11136747,0.0993777
0.11844677,0.11640676,0.09955031
0.1177974,0.12127403,0.10195023
0.12566268,0.10055182,0.10196898
0.11442121,0.105195194,0.10477787
0.12227807,0.1135551,0.107793175
0.12698887,0.115276165,0.10284115
0.11544789,0.10551547,0.10515108
0.12513594,0.10635451,0.104853906
0.114044435,0.09634289,0.097492635
0.11796311,0.0992738,0.100748815
0.12307901,0.11368767,0.11379168
0.11199661,0.11069373,0.10380611
0.11518683,0.11038091,0.104867764
0.1202118,0.112191856,0.112723984
0.11415595,0.116410516,0.09813509
0.11675263,0.113942586,0.10656026
0.103583366,0.10747358,0.10402133
0.12288261,0.11319319,0.10342365
0.12750901,0.117806755,0.111593366
0.1126101,0.10629659,0.106086135
