MAML, 0, 20.0, -, 18.13, 42.2, -, 7.303742170333862, 0.11078310012817383, 7.421568393707275
MAML, 1, 20.0, -, 20.5, 32.39, -, 7.589878797531128, 0.052600860595703125, 7.649668455123901
MAML, 2, 20.0, -, 22.87, 40.0, -, 7.3755223751068115, 0.09380984306335449, 7.476439714431763
MAML, 3, 20.0, -, 15.46, 35.73, -, 7.3119635581970215, 0.11832499504089355, 7.437453985214233
MAML, 4, 20.0, -, 19.37, 42.97, -, 7.236814737319946, 0.06980633735656738, 7.313735008239746
MAML, 5, 20.0, -, 8.61, 30.72, -, 7.192197799682617, 0.17339706420898438, 7.372713327407837
MAML, 6, 20.0, -, 19.8, 29.98, -, 7.342983245849609, 0.14377355575561523, 7.493882656097412
MAML, 7, 20.0, -, 17.56, 47.75, -, 7.745529890060425, 0.11982488632202148, 7.8724706172943115
MAML, 8, 20.0, -, 24.44, 42.54, -, 7.406669616699219, 0.11800289154052734, 7.5317912101745605
MAML, 9, 20.0, -, 13.22, 28.08, -, 7.1514129638671875, 0.1453096866607666, 7.30385160446167
