TASML, 0, 20.0, 20.93, 22.6, 34.29, 22.919429063796997, 113.50884437561035, 0.09499192237854004, 136.55150055885315
TASML, 1, 20.0, 19.0, 25.44, 49.85, 22.908323049545288, 84.47497940063477, 0.1518244743347168, 107.56350326538086
TASML, 2, 20.0, 17.56, 20.97, 38.23, 22.862151861190796, 107.78560757637024, 0.056836605072021484, 130.7325520515442
TASML, 3, 20.0, 17.36, 23.54, 38.73, 22.82414698600769, 123.21276688575745, 0.047417402267456055, 146.11239361763
TASML, 4, 20.0, 24.14, 24.37, 33.39, 23.01728081703186, 112.98504757881165, 0.04834318161010742, 136.078430891037
TASML, 5, 20.0, 24.14, 26.81, 61.24, 22.79106116294861, 107.13871335983276, 0.12221980094909668, 130.08039927482605
TASML, 6, 20.0, 17.23, 21.5, 57.53, 22.799153804779053, 125.38059163093567, 0.10274744033813477, 148.3103792667389
TASML, 7, 20.0, 17.36, 20.6, 36.43, 23.115232467651367, 145.429518699646, 0.07646608352661133, 168.64967465400696
TASML, 8, 20.0, 21.24, 27.38, 55.89, 22.861970901489258, 114.36510729789734, 0.10481095314025879, 137.3600149154663
TASML, 9, 20.0, 23.77, 25.04, 45.14, 22.909908294677734, 138.92509651184082, 0.10357117652893066, 161.96689891815186
