167.44573497772217,150.18127858638763,137.32982701063156,122.41171962022781,108.84679462015629,94.34310553967953,78.73873566836119,65.57589334994555,53.6270537506789,42.58231051452458,32.27546170633286,23.803474211134017,18.463484034873545,16.067298761801794,17.706353272194974,119.81182895507663,111.34056021273136,65.83963428996503,43.62064458057284,28.769337530247867,17.670516706537455,10.795751912635751,6.915094321011566,5.217795147269499,3.4903418819012586,2.5984821409801953,2.7626368933124468,1.65160501790524,1.6807614094141172,1.6837768296172726,2.217649283942592,2.2855813181595295,3.724936945072841,10.547347565181553,35.386591999500524,82.52229063026607,48.008996847318485,16.66875730245374,6.990086701640394,3.2690351575656678,1.8692556269379565,1.1979768673045328,0.7969471879841876,0.5792719970704638,0.44741970469840453,0.36351736386859557,0.30430983420228586,0.25947990533131815,0.22405425152101088,0.1957414237813282,0.1724653281889914,0.15310039354699256,0.13670870237911004,0.12265477475739317,0.11054980135122605,0.10005509606071428,0.09088791096564819,0.08283786605898058,0.07572251321471413,0.06939404368631585,0.06370521540429763,0.058593180477146234,0.054002367020075326,0.04986869325466614,0.04610901487239971,0.04270641139646614,0.039601915917501174,0.03677678717826893,0.03419120201374426,0.031822368680877844,0.029638785255883704,0.027622549965371945,0.025773021440500088,0.024058312263832704,0.022481941346086387,0.021015782866015797,0.019664971755219085,0.018410361418318644,0.017240452445321353,0.0161585217024367,0.015148744929774693,0.014208208714080683,0.013332925985650945,0.012517079881718018,0.01175594330277363,0.01104073799683647,0.010375752022127926,0.009750594305501181,0.009165733974896284,0.008616285784000866,0.008103701057791568,0.007622152636201918,0.007173810823132953,0.0067519858254172505,0.0063580456634326765,0.005988320547885451,0.0056421093973995085,0.005315217281975038,0.005009528869095448,0.00472246027879919,0.004451751588646857,0.004196129582453523,0.003957569829708518,0.0037312525944912522,0.003519018692145437,0.0033199975405295845,0.0031312746073695052,0.00295479573293278,0.002787994407782435,0.0026316079390653613,0.0024842462822221023,0.0023454596087333357,0.0022142404524601034,0.002091428308105492,0.0019747346037206626,0.001864987663878992,0.001761003095808178,0.001663472425249779
329.9354923963547,314.2713050842285,299.0764712691307,281.00847297906876,259.2352855205536,228.60816091299057,202.95407991111279,175.6899962350726,154.8751239851117,137.8464652132243,122.98876376636326,108.78468807041645,92.52496632747352,77.2154130237177,63.55451806471683,55.126274155045394,51.36576715868432,131.45691040559905,256.45267744362354,151.9514731373638,104.8271474125795,75.02299873018637,52.020305793732405,35.3211246515566,24.280192299556802,17.486459787738568,14.912765994515212,15.384954058412404,21.873960289321985,221.92822643599357,157.13356957398355,86.06954086245969,54.730732495198026,32.470178704563295,19.053161350093433,11.649470173309965,7.967785080028989,5.928972345591319,4.422728343539347,4.049308063164062,8.146858505901946,43.96206038109267,57.539780023864296,25.161525728699417,16.88201037174622,7.521117456008142,4.201741363512156,3.493627817901597,2.7047497607982223,2.545950578701195,1.8363516016859194,1.3527791751600944,2.635021456989193,22.476718753982823,109.80977091261593,111.3321149647818,38.335111687854805,14.72113571270711,6.6518785137050145,3.6760936555128865,2.255733845548093,1.5906968877457075,1.2338386168667057,1.0156860855688592,1.1252801740736231,0.8994186194444183,0.6620216508309795,1.3618285012353226,20.64030846606147,40.021366610653786,10.491313814254681,4.607895812278912,2.7474360583872794,2.1132796991797704,1.5182953396501375,0.7294205308638197,0.569611498573579,0.6062416110238189,4.638753042030373,41.64705817079084,52.60850874001062,36.29433256603261,13.213892211713755,3.5528776874257346,1.569582204290782,0.9263427731573302,0.5773142081210381,0.4199804561003475,0.3246277968193567,0.26163111724082455,0.2157028541147099,0.18064593525042483,0.15246413399296443,0.1301942188142391,0.11170320117368249,0.09644959473266113,0.08375245517090946,0.07285958284087712,0.06364124414219674,0.05573737170174553,0.04895516630189434,0.04309522416237854,0.03801244676949267,0.03350399184835595,0.029585371395981497,0.026212592339064145,0.02322196360374562,0.020559187114898236,0.018259624237870753,0.01624245634949162,0.014443593367090557,0.012831094308637603,0.011419225442573122,0.01016930170847985,0.009086391659113957,0.008071493397647345,0.007185031657904517,0.006405522312640244,0.005719105066852137,0.005102285289556363,0.004558524566476763,0.004061382074258546,0.0036275979679665227,0.0032382233742467292,0.0028943802110603656,0.0025812080482197075,0.0023075029776009615,0.002056236322239613,0.0018423106306855175,0.0016477989611765054,0.0014690479468910667,0.001300300178282754,0.0011588000974569468,0.0010354478244742893,0.0009247641292944309,0.0008273622556913551
