82.84342193603516,76.67018127441406,73.06523895263672,70.12767028808594,67.54014587402344,65.1623764038086,62.867610931396484,60.62248992919922,58.440467834472656,56.26737976074219,54.09402847290039,51.9130973815918,49.74264907836914,47.564300537109375,45.35954284667969,43.129791259765625,40.93846130371094,38.782188415527344,36.64421463012695,34.5287971496582,32.46950912475586,30.485538482666016,28.54325294494629,26.752395629882812,25.19152069091797,23.610563278198242,21.821392059326172,20.35000228881836,18.79686164855957,17.496301651000977,16.197908401489258,14.909602165222168,13.879887580871582,12.696945190429688,11.826412200927734,10.801257133483887,10.072587013244629,9.218221664428711,8.572013854980469,7.876969337463379,7.333824634552002,6.767041206359863,6.291718482971191,5.849985599517822,5.440383434295654,5.0917487144470215,4.738445281982422,4.451853275299072,4.164693355560303,3.9248557090759277,3.6998133659362793,3.48423171043396,3.2897987365722656,3.1115634441375732,2.9510743618011475,2.7999446392059326,2.6559770107269287,2.5293381214141846,2.41615629196167,2.304597854614258,2.206935167312622,2.1192407608032227,2.0294950008392334,1.9473670721054077,1.8727645874023438,1.8011748790740967,1.735884189605713,1.672124981880188,1.6128650903701782,1.5589919090270996,1.508262038230896,1.461963415145874,1.41800057888031,1.3771268129348755,1.335713505744934,1.2968409061431885,1.2611007690429688,1.2273728847503662,1.1945782899856567,1.1628613471984863,1.1335550546646118,1.1060898303985596,1.0792618989944458,1.0542309284210205,1.0303136110305786,1.007245421409607,0.984215259552002,0.9635002017021179,0.9424892067909241,0.9232500195503235,0.9041503071784973,0.8857711553573608,0.8685795068740845,0.8515819311141968,0.8351381421089172,0.818821132183075,0.8039219975471497,0.789767324924469,0.7751909494400024,0.7618534564971924,0.7489345073699951,0.7363304495811462,0.7247000336647034,0.7127211093902588,0.7024504542350769,0.6921724677085876,0.6803269982337952,0.6703835725784302,0.660149335861206,0.6500610113143921,0.6395707726478577,0.6304247379302979,0.6219200491905212,0.6128954887390137,0.6043156385421753,0.5961665511131287,0.5881146788597107,0.5809272527694702,0.5723341703414917,0.5646881461143494,0.5572733283042908,0.5494299530982971,0.5416707396507263,0.5351370573043823,0.5292466282844543,0.5225668549537659,0.5159140825271606,0.508444607257843,0.502478837966919,0.49744120240211487,0.49153152108192444,0.48626944422721863,0.4797218441963196,0.4748360812664032,0.4682132303714752,0.4626821279525757,0.4567906856536865,0.45307305455207825,0.44985702633857727,0.44062817096710205,0.4363501965999603,0.43264567852020264,0.42784473299980164,0.4230981469154358,0.4177273213863373,0.41589295864105225,0.40824976563453674,0.4040321111679077,0.4014529585838318,0.39577731490135193,0.39243677258491516,0.38648346066474915,0.384451687335968,0.3803093135356903,0.37659764289855957,0.3722573518753052,0.36978331208229065,0.36458608508110046,0.36136189103126526,0.3572714030742645,0.3555964231491089,0.3507228195667267,0.34713974595069885,0.34308338165283203,0.3412318825721741,0.33825910091400146,0.3346659541130066,0.33045944571495056,0.3272554874420166,0.32372453808784485,0.3200097680091858,0.3189537227153778,0.31454211473464966,0.31166374683380127,0.30850356817245483,0.30896714329719543,0.304144948720932,0.30041152238845825,0.2972472608089447,0.2946625053882599,0.2947304844856262
165.57398986816406,156.98593139648438,151.6466522216797,147.32904052734375,143.5691680908203,140.101318359375,136.72836303710938,133.41213989257812,130.08348083496094,126.75029754638672,123.4244155883789,120.03279113769531,116.60199737548828,113.11654663085938,109.56588745117188,105.92076110839844,102.20480346679688,98.49195098876953,94.75289154052734,91.06535339355469,87.75,84.85164642333984,80.72097778320312,77.23289489746094,74.86935424804688,71.1441421508789,68.94586944580078,64.8965835571289,62.56760787963867,58.76599884033203,56.48841094970703,53.074710845947266,50.80306625366211,47.643070220947266,45.61709213256836,42.480995178222656,40.42918395996094,37.78680419921875,35.71114730834961,33.32570266723633,31.499479293823242,29.33722686767578,27.59717559814453,25.68653678894043,24.180408477783203,22.527156829833984,21.29936408996582,19.93657684326172,18.952571868896484,17.549257278442383,16.353981018066406,15.017077445983887,14.467217445373535,13.486881256103516,12.49878978729248,11.757122039794922,11.162644386291504,10.33922004699707,9.81057357788086,9.20138168334961,8.75019645690918,8.235828399658203,7.7234416007995605,7.351931095123291,6.968494415283203,6.700662612915039,6.286291599273682,5.997865200042725,5.717895030975342,5.480410099029541,5.217795372009277,4.965958118438721,4.768233776092529,4.619964599609375,4.409801006317139,4.213217258453369,4.07626485824585,3.933784008026123,3.804264783859253,3.6512842178344727,3.542874336242676,3.409317970275879,3.3131463527679443,3.2039384841918945,3.0985472202301025,3.014753580093384,2.943453550338745,2.8579487800598145,2.7632813453674316,2.7094333171844482,2.6202869415283203,2.5705432891845703,2.5057015419006348,2.4139130115509033,2.3477630615234375,2.2905731201171875,2.2446534633636475,2.1962826251983643,2.153944969177246,2.0952320098876953,2.0494818687438965,1.9984667301177979,1.957932472229004,1.9219995737075806,1.8834571838378906,1.8457915782928467,1.8013619184494019,1.7761412858963013,1.7420027256011963,1.7111172676086426,1.6772973537445068,1.6394857168197632,1.6242791414260864,1.5886502265930176,1.559561848640442,1.540360689163208,1.5215768814086914,1.4992657899856567,1.468543291091919,1.453108549118042,1.4176025390625,1.3875672817230225,1.3615394830703735,1.3496489524841309,1.340949296951294,1.3161569833755493,1.2906657457351685,1.268592119216919,1.2576183080673218,1.244993805885315,1.2289862632751465,1.2123786211013794,1.2147892713546753,1.1882654428482056,1.1648114919662476,1.1475648880004883,1.1378066539764404,1.117813229560852,1.0967626571655273,1.0939360857009888,1.081072211265564,1.0657958984375,1.0543804168701172,1.0405817031860352,1.0187621116638184,1.0104634761810303,1.0014926195144653,0.9968770146369934,0.9762499928474426,0.9602251648902893,0.9478909969329834,0.9373781681060791,0.9270594716072083,0.9134286642074585,0.9037855267524719,0.8970151543617249,0.8831172585487366,0.869454026222229,0.863903284072876,0.8556023240089417,0.8454331755638123,0.8410451412200928,0.8312316536903381,0.8224469423294067,0.8146086931228638,0.8098241686820984,0.809848427772522
